,선수명,연도,팀명,이닝,삼진,출루율
1657,박진철,1997,해태,21.2,16.0,0.337
1658,김봉영,1997,해태,33.1,15.0,0.35200000000000004
1659,박철웅,1997,해태,12.1,8.0,0.321
1660,오철민,1997,해태,24.0,20.0,0.368
1661,김동호,1997,해태,33.0,15.0,0.392
1662,이재만,1997,해태,37.0,13.0,0.321
1663,김승남,1997,해태,1.2,1.0,0.6
1664,이경호,1997,현대,0.1,0.0,0.0
1665,정민태,1997,현대,219.0,159.0,0.28600000000000003
1666,조웅천,1997,현대,92.0,64.0,0.299
1667,설종진,1997,현대,2.0,1.0,0.25
1668,정명원,1997,현대,115.2,71.0,0.282
1669,위재영,1997,현대,111.0,74.0,0.335
1670,안병원,1997,현대,123.0,98.0,0.35200000000000004
1671,최창호,1997,현대,110.0,67.0,0.307
1672,김홍집,1997,현대,29.1,19.0,0.364
1673,가내영,1997,현대,65.1,38.0,0.362
1674,신상윤,1997,현대,10.2,7.0,0.326
1675,최영필,1997,현대,101.1,79.0,0.382
1676,박정현,1997,현대,25.1,19.0,0.378
1677,최원호,1997,현대,78.2,40.0,0.385
1678,김익재,1997,현대,20.2,18.0,0.429
1679,노종우,1997,현대,4.0,2.0,0.368
1680,김용수,1998,LG,175.0,117.0,0.315
1681,최향남,1998,LG,173.1,111.0,0.29100000000000004
1682,김기범,1998,LG,36.1,28.0,0.376
1683,차명석,1998,LG,77.1,43.0,0.317
1684,김동호,1998,LG,24.1,17.0,0.374
1685,송유석,1998,LG,91.0,44.0,0.329
1686,전승남,1998,LG,112.2,70.0,0.32299999999999995
1687,앤더슨,1998,LG,55.2,30.0,0.325
1688,김태원,1998,LG,15.0,10.0,0.29
1689,손혁,1998,LG,143.1,88.0,0.318
1690,최창호,1998,LG,18.2,11.0,0.282
1691,김경태,1998,LG,4.2,2.0,0.482
1692,신윤호,1998,LG,64.0,44.0,0.35600000000000004
1693,김민기,1998,LG,56.1,39.0,0.4
1694,임선동,1998,LG,59.2,29.0,0.376
1695,신영균,1998,LG,5.2,4.0,0.556
1696,인현배,1998,LG,3.0,2.0,1.33
1697,민원기,1998,LG,5.1,1.0,0.419
1698,최용호,1998,OB,54.2,55.0,0.28600000000000003
1699,진필중,1998,OB,158.1,100.0,0.29
1700,이혜천,1998,OB,10.1,9.0,0.279
1701,이경필,1998,OB,150.0,94.0,0.31
1702,박명환,1998,OB,187.0,181.0,0.35100000000000003
1703,한태균,1998,OB,29.0,17.0,0.345
1704,김경원,1998,OB,53.2,37.0,0.302
1705,강병규,1998,OB,134.0,74.0,0.335
1706,김상진,1998,OB,141.2,97.0,0.333
1707,이광우,1998,OB,99.2,43.0,0.316
1708,한명윤,1998,OB,2.1,1.0,0.3
1709,박상근,1998,OB,33.1,27.0,0.369
1710,권명철,1998,OB,26.0,18.0,0.383
1711,류택현,1998,OB,31.0,21.0,0.418
1712,김영수,1998,OB,1.0,0.0,0.7140000000000001
1713,강길용,1998,OB,3.1,2.0,0.412
1714,이경원,1998,OB,0.1,0.0,0.875
1715,신동수,1998,OB,1.0,0.0,0.667
1716,문동환,1998,롯데,136.2,86.0,0.294
1717,염종석,1998,롯데,163.2,108.0,0.312
1718,주형광,1998,롯데,183.1,148.0,0.312
1719,박성기,1998,롯데,10.0,4.0,0.449
1720,가득염,1998,롯데,52.1,30.0,0.321
1721,이정훈,1998,롯데,71.0,27.0,0.342
1722,김태석,1998,롯데,138.0,62.0,0.331
1723,강상수,1998,롯데,111.0,85.0,0.325
1724,홍의현,1998,롯데,20.0,7.0,0.338
1725,차명주,1998,롯데,92.0,41.0,0.344
1726,박지철,1998,롯데,80.1,63.0,0.43
1727,김상현,1998,롯데,9.2,4.0,0.447
1728,박석진,1998,롯데,30.2,18.0,0.389
1729,임경완,1998,롯데,9.2,6.0,0.5479999999999999
1730,임봉춘,1998,롯데,2.2,2.0,0.5
1731,박충식,1998,삼성,159.1,100.0,0.313
1732,정성훈,1998,삼성,26.1,28.0,0.431
1733,최창양,1998,삼성,27.2,19.0,0.366
1734,파라,1998,삼성,95.2,55.0,0.311
1735,최재호,1998,삼성,63.0,39.0,0.339
1736,베이커,1998,삼성,172.0,87.0,0.349
1737,김진웅,1998,삼성,76.2,55.0,0.334
1738,곽채진,1998,삼성,111.1,98.0,0.312
1739,조계현,1998,삼성,150.1,94.0,0.37
1740,성준,1998,삼성,40.2,16.0,0.388
1741,전병호,1998,삼성,87.2,64.0,0.354
1742,박동희,1998,삼성,39.1,29.0,0.402
1743,김상엽,1998,삼성,36.2,17.0,0.3720000000000001
1744,이상훈,1998,삼성,21.0,12.0,0.337
1745,박태순,1998,삼성,10.2,8.0,0.348
1746,감병훈,1998,삼성,2.0,1.0,0.546
1747,정현욱,1998,삼성,7.2,2.0,0.375
1748,나성열,1998,쌍방울,0.2,1.0,4.5
1749,박창현,1998,쌍방울,2.0,1.0,1.0
1750,김원형,1998,쌍방울,150.0,110.0,0.29600000000000004
1751,김기덕,1998,쌍방울,138.0,89.0,0.313
1752,김유진,1998,쌍방울,54.0,29.0,0.308
1753,김현욱,1998,쌍방울,129.1,93.0,0.308
1754,윤형배,1998,쌍방울,46.1,14.0,0.35700000000000004
1755,가내영,1998,쌍방울,27.1,11.0,0.29100000000000004
1756,성영재,1998,쌍방울,141.0,76.0,0.328
1757,정수찬,1998,쌍방울,11.0,4.0,0.38
1758,고형욱,1998,쌍방울,34.0,9.0,0.309
1759,박정현,1998,쌍방울,24.1,13.0,0.33
1760,최정환,1998,쌍방울,26.2,14.0,0.43
1761,임창식,1998,쌍방울,83.1,35.0,0.34700000000000003
1762,오상민,1998,쌍방울,68.2,36.0,0.379
1763,박진석,1998,쌍방울,7.0,4.0,0.412
1764,오봉옥,1998,쌍방울,88.2,44.0,0.391
1765,조규제,1998,쌍방울,32.1,22.0,0.36
1766,박성기,1998,쌍방울,33.0,16.0,0.29100000000000004
1767,김경진,1998,쌍방울,3.0,3.0,0.467
1768,박상근,1998,쌍방울,9.0,8.0,0.405
1769,유현승,1998,쌍방울,4.0,0.0,0.6
1770,고승환,1998,쌍방울,1.1,0.0,0.6
1771,박주언,1998,쌍방울,0.1,0.0,1.0
1772,구대성,1998,한화,123.2,129.0,0.299
1773,한용덕,1998,한화,131.2,96.0,0.282
1774,김민태,1998,한화,30.2,19.0,0.32299999999999995
1775,홍우태,1998,한화,36.2,26.0,0.398
1776,정민철,1998,한화,148.1,97.0,0.28600000000000003
1777,이상목,1998,한화,174.2,145.0,0.325
1778,김해님,1998,한화,60.1,34.0,0.361
1779,정영환,1998,한화,5.0,1.0,0.316
1780,신재웅,1998,한화,111.1,97.0,0.35700000000000004
1781,김재현,1998,한화,2.2,1.0,0.385
1782,노장진,1998,한화,149.1,104.0,0.364
1783,송진우,1998,한화,114.2,72.0,0.353
1784,이상열,1998,한화,26.0,18.0,0.444
1785,공용우,1998,한화,3.2,1.0,0.333
1786,임창용,1998,해태,133.2,141.0,0.255
1787,이대진,1998,해태,179.1,183.0,0.321
1788,이강철,1998,해태,179.1,160.0,0.311
1789,소소경,1998,해태,15.2,10.0,0.384
1790,김상진,1998,해태,121.0,69.0,0.341
1791,이재만,1998,해태,8.1,8.0,0.333
1792,김정수,1998,해태,39.1,36.0,0.282
1793,이병석,1998,해태,94.1,64.0,0.298
1794,박진철,1998,해태,50.0,16.0,0.397
1795,최상덕,1998,해태,97.1,56.0,0.334
1796,류기중,1998,해태,2.2,2.0,0.5710000000000001
1797,오철민,1998,해태,103.1,72.0,0.353
1798,곽현희,1998,해태,58.1,41.0,0.36
1799,엄병열,1998,해태,1.1,0.0,0.556
1800,강태원,1998,해태,24.1,12.0,0.363
1801,조규제,1998,현대,23.2,18.0,1.18
1802,김수경,1998,현대,160.0,168.0,0.29
1803,김홍집,1998,현대,21.1,19.0,0.35600000000000004
1804,홍민구,1998,현대,1.0,0.0,0.0
1805,정명원,1998,현대,184.0,124.0,0.284
1806,정민태,1998,현대,200.2,159.0,0.287
1807,스트롱,1998,현대,58.0,55.0,0.37
1808,위재영,1998,현대,164.1,122.0,0.313
1809,최원호,1998,현대,151.0,113.0,0.325
1810,최창호,1998,현대,27.1,15.0,0.383
1811,가내영,1998,현대,13.0,8.0,0.314
1812,조웅천,1998,현대,51.1,41.0,0.341
1813,안병원,1998,현대,36.1,23.0,0.338
1814,고호봉,1998,현대,2.0,1.0,0.455
1815,최영필,1998,현대,17.1,9.0,0.359
1816,노승욱,1998,현대,5.0,0.0,1.8
1817,박정현,1998,현대,,0.0,
1818,김용수,1999,LG,68.2,48.0,0.3
1819,최향남,1999,LG,93.0,88.0,0.316
1820,신윤호,1999,LG,32.2,23.0,0.3720000000000001
1821,차명석,1999,LG,67.2,45.0,0.329
1822,장문석,1999,LG,62.0,51.0,0.35200000000000004
1823,김혁섭,1999,LG,31.0,20.0,0.348
1824,신영균,1999,LG,21.2,14.0,0.326
1825,김상태,1999,LG,147.1,110.0,0.41
1826,김민기,1999,LG,37.2,37.0,0.327
1827,박철홍,1999,LG,18.2,13.0,0.29
1828,손혁,1999,LG,142.2,75.0,0.35
1829,류택현,1999,LG,43.1,38.0,0.34600000000000003
1830,송유석,1999,LG,82.0,52.0,0.336
1831,김기범,1999,LG,21.1,19.0,0.39
1832,심재학,1999,LG,48.1,32.0,0.402
1833,방동민,1999,LG,4.1,3.0,0.368
1834,전승남,1999,LG,12.1,9.0,0.315
1835,이정길,1999,LG,10.2,2.0,0.434
1836,최창호,1999,LG,26.1,24.0,0.405
1837,박노식,1999,LG,1.0,0.0,0.333
1838,김광삼,1999,LG,31.2,18.0,0.461
1839,김동호,1999,LG,61.0,35.0,0.406
1840,김경태,1999,LG,41.1,29.0,0.41
1841,안병원,1999,LG,28.0,17.0,0.4270000000000001
1842,이승호,1999,LG,10.2,7.0,0.444
1843,최승민,1999,LG,,0.0,
1844,박명환,1999,두산,16.1,20.0,0.35100000000000003
1845,한태균,1999,두산,6.0,3.0,0.385
1846,진필중,1999,두산,114.0,114.0,0.279
1847,차명주,1999,두산,76.1,60.0,0.36
1848,장성진,1999,두산,68.2,37.0,0.329
1849,이경필,1999,두산,166.2,91.0,0.318
1850,이혜천,1999,두산,119.0,98.0,0.3720000000000001
1851,강병규,1999,두산,143.1,92.0,0.35
1852,김경원,1999,두산,21.0,13.0,0.349
1853,최용호,1999,두산,154.1,108.0,0.359
1854,이광우,1999,두산,112.2,66.0,0.34700000000000003
1855,김유봉,1999,두산,88.2,56.0,0.389
1856,구자운,1999,두산,25.2,23.0,0.327
1857,이상훈,1999,두산,42.2,34.0,0.363
1858,강길용,1999,두산,14.1,10.0,0.463
1859,이경수,1999,두산,8.0,6.0,0.45
1860,김영수,1999,두산,10.0,7.0,0.471
1861,이재만,1999,두산,0.1,0.0,1.0
1862,문동환,1999,롯데,189.1,141.0,0.321
1863,주형광,1999,롯데,190.0,177.0,0.307
1864,강상수,1999,롯데,77.2,66.0,0.318
1865,가득염,1999,롯데,49.1,34.0,0.324
1866,염종석,1999,롯데,87.0,50.0,0.31
1867,박석진,1999,롯데,148.1,101.0,0.301
1868,기론,1999,롯데,73.2,57.0,0.314
1869,손민한,1999,롯데,19.1,9.0,0.313
1870,정원욱,1999,롯데,64.1,60.0,0.308
1871,박보현,1999,롯데,103.0,60.0,0.334
1872,김정열,1999,롯데,7.1,5.0,0.371
1873,성준,1999,롯데,23.1,15.0,0.37
1874,김태석,1999,롯데,78.0,43.0,0.378
1875,길포일,1999,롯데,6.0,3.0,0.438
1876,정인석,1999,롯데,2.0,1.0,0.444
1877,이정훈,1999,롯데,17.2,8.0,0.422
1878,김사율,1999,롯데,29.2,16.0,0.399
1879,임경완,1999,롯데,4.0,1.0,0.444
1880,최창양,1999,삼성,3.1,4.0,0.28600000000000003
1881,박충식,1999,삼성,4.0,3.0,0.2
1882,임창용,1999,삼성,138.2,141.0,0.241
1883,정성훈,1999,삼성,19.2,9.0,0.388
1884,김상진,1999,삼성,179.1,136.0,0.337
1885,노장진,1999,삼성,188.1,173.0,0.35600000000000004
1886,김현욱,1999,삼성,93.0,55.0,0.329
1887,이준호,1999,삼성,40.2,28.0,0.376
1888,김진웅,1999,삼성,171.2,144.0,0.35
1889,정현욱,1999,삼성,78.2,56.0,0.33
1890,이동은,1999,삼성,28.0,27.0,0.402
1891,전병호,1999,삼성,71.1,39.0,0.369
1892,박동희,1999,삼성,12.0,16.0,0.436
1893,문남열,1999,삼성,59.0,39.0,0.4
1894,이상훈,1999,삼성,59.0,25.0,0.423
1895,라형진,1999,삼성,20.2,16.0,0.513
1896,조계현,1999,삼성,20.1,16.0,0.468
1897,조문식,1999,삼성,4.0,2.0,1.5
1898,감병훈,1999,삼성,4.0,2.0,0.522
1899,오봉옥,1999,쌍방울,3.2,1.0,1.64
1900,김원형,1999,쌍방울,37.0,38.0,0.313
1901,김유진,1999,쌍방울,12.2,6.0,0.4
1902,김기덕,1999,쌍방울,150.0,84.0,0.35200000000000004
1903,박주언,1999,쌍방울,6.2,4.0,0.429
1904,박정현,1999,쌍방울,124.0,57.0,0.333
1905,윤형배,1999,쌍방울,16.2,6.0,0.434
1906,강희석,1999,쌍방울,49.0,20.0,0.319
1907,가내영,1999,쌍방울,116.0,82.0,0.374
1908,유현승,1999,쌍방울,121.1,62.0,0.365
1909,박진석,1999,쌍방울,25.1,21.0,0.317
1910,박창현,1999,쌍방울,17.0,10.0,0.395
1911,김경진,1999,쌍방울,32.0,15.0,0.393
1912,성영재,1999,쌍방울,131.1,74.0,0.36
1913,비아노,1999,쌍방울,72.2,37.0,0.43
1914,박상근,1999,쌍방울,41.0,30.0,0.4320000000000001
1915,오상민,1999,쌍방울,80.1,59.0,0.36
1916,앤더슨,1999,쌍방울,69.1,31.0,0.423
1917,최승민,1999,쌍방울,9.2,4.0,0.469
1918,최정환,1999,쌍방울,7.2,4.0,2.22
1919,고형욱,1999,쌍방울,39.1,20.0,0.369
1920,정명수,1999,쌍방울,1.0,0.0,0.5710000000000001
1921,오창선,1999,한화,1.0,0.0,0.0
1922,구대성,1999,한화,119.1,138.0,0.299
1923,이상군,1999,한화,57.0,38.0,0.319
1924,정민철,1999,한화,201.2,151.0,0.302
1925,이상목,1999,한화,172.0,141.0,0.28300000000000003
1926,송진우,1999,한화,186.2,132.0,0.312
1927,김해님,1999,한화,92.1,70.0,0.333
1928,김경원,1999,한화,60.2,25.0,0.388
1929,홍우태,1999,한화,43.2,39.0,0.37
1930,박정진,1999,한화,12.1,11.0,0.417
1931,임창식,1999,한화,49.1,14.0,0.383
1932,이상열,1999,한화,54.0,42.0,0.398
1933,한용덕,1999,한화,90.1,51.0,0.381
1934,신재웅,1999,한화,14.1,9.0,0.519
1935,윤근주,1999,한화,2.2,0.0,0.3
1936,박태순,1999,한화,7.1,2.0,0.523
1937,최호원,1999,한화,1.2,1.0,0.5
1938,박성기,1999,한화,3.2,3.0,0.607
1939,김정수,1999,해태,35.1,43.0,0.329
1940,곽채진,1999,해태,109.1,101.0,0.316
1941,박진철,1999,해태,114.1,68.0,0.37
1942,오철민,1999,해태,138.2,86.0,0.377
1943,이병석,1999,해태,62.2,54.0,0.399
1944,오봉옥,1999,해태,112.2,79.0,0.363
1945,소소경,1999,해태,69.2,35.0,0.35200000000000004
1946,황두성,1999,해태,8.1,3.0,0.385
1947,곽현희,1999,해태,146.1,104.0,0.35100000000000003
1948,유동훈,1999,해태,155.1,87.0,0.34700000000000003
1949,최상덕,1999,해태,121.2,73.0,0.325
1950,이우혁,1999,해태,35.0,19.0,0.401
1951,이대진,1999,해태,3.2,0.0,0.412
1952,강태원,1999,해태,31.0,24.0,0.38
1953,엄병열,1999,해태,10.0,4.0,0.429
1954,류기중,1999,해태,14.1,5.0,0.4
1955,조웅천,1999,현대,44.2,48.0,0.309
1956,정민태,1999,현대,230.2,178.0,0.297
1957,김민범,1999,현대,29.1,20.0,0.302
1958,서성민,1999,현대,6.1,5.0,0.321
1959,김홍집,1999,현대,52.0,46.0,0.327
1960,김수경,1999,현대,184.2,184.0,0.364
1961,박장희,1999,현대,117.1,70.0,0.3670000000000001
1962,홍민구,1999,현대,23.2,13.0,0.353
1963,조규제,1999,현대,56.0,53.0,0.348
1964,정명원,1999,현대,84.1,52.0,0.354
1965,위재영,1999,현대,116.1,100.0,0.3720000000000001
1966,임선동,1999,현대,19.0,11.0,0.449
1967,최영필,1999,현대,88.2,53.0,0.381
1968,최원호,1999,현대,123.2,80.0,0.4
1969,김익재,1999,현대,4.0,0.0,0.524
1970,설종진,1999,현대,0.2,0.0,0.75
1971,해리거,2000,LG,225.0,162.0,0.28800000000000003
1972,전승남,2000,LG,40.1,29.0,0.287
1973,최향남,2000,LG,78.0,80.0,0.335
1974,장문석,2000,LG,137.0,134.0,0.321
1975,최창호,2000,LG,59.1,7.0,0.471
1976,신영균,2000,LG,4.2,0.0,1.07
1977,류택현,2000,LG,43.0,42.0,0.326
1978,김용수,2000,LG,127.0,85.0,0.35
1979,경헌호,2000,LG,85.1,56.0,0.334
1980,김민기,2000,LG,71.2,50.0,0.35
1981,이승호,2000,LG,64.2,52.0,0.326
1982,차명석,2000,LG,74.2,50.0,0.35200000000000004
1983,안병원,2000,LG,68.0,40.0,0.345
1984,최원호,2000,LG,77.1,47.0,0.35700000000000004
1985,인현배,2000,LG,10.1,8.0,0.362
1986,장준관,2000,LG,28.0,24.0,0.392
1987,신윤호,2000,LG,4.2,4.0,0.464
1988,김상엽,2000,LG,6.2,2.0,0.514
1989,김광삼,2000,LG,18.0,10.0,0.424
1990,박철홍,2000,LG,7.0,2.0,0.417
1991,김광수,2000,LG,1.2,0.0,0.688
1992,김성준,2000,LG,3.1,3.0,0.438
1993,방동민,2000,LG,0.0,0.0,
1994,이승호,2000,SK,139.2,132.0,0.34
1995,정수찬,2000,SK,12.0,9.0,0.3
1996,박진석,2000,SK,38.0,21.0,0.394
1997,신승현,2000,SK,7.0,6.0,0.32299999999999995
1998,박주언,2000,SK,18.2,11.0,0.354
1999,콜,2000,SK,114.1,71.0,0.377
2000,박상근,2000,SK,44.0,22.0,0.378
2001,김정수,2000,SK,31.0,24.0,0.407
2002,김기덕,2000,SK,138.0,73.0,0.344
2003,김태석,2000,SK,53.2,23.0,0.391
2004,강희석,2000,SK,97.2,62.0,0.379
2005,박정현,2000,SK,56.1,24.0,0.414
2006,김원형,2000,SK,93.0,52.0,0.36
2007,배홍철,2000,SK,12.2,6.0,0.422
2008,유현승,2000,SK,93.2,49.0,0.379
2009,엄정욱,2000,SK,5.2,6.0,0.379
2010,오상민,2000,SK,100.2,71.0,0.35700000000000004
2011,권명철,2000,SK,45.0,27.0,0.429
2012,가내영,2000,SK,21.2,16.0,0.37
2013,강병규,2000,SK,26.2,7.0,0.431
2014,성영재,2000,SK,15.0,11.0,0.5
2015,진필중,2000,두산,73.0,61.0,0.301
2016,구자운,2000,두산,98.1,99.0,0.29
2017,장성진,2000,두산,33.1,21.0,0.312
2018,김유봉,2000,두산,48.2,38.0,0.35
2019,조계현,2000,두산,89.0,54.0,0.307
2020,한태균,2000,두산,102.1,66.0,0.35600000000000004
2021,이상훈,2000,두산,88.2,63.0,0.368
2022,이광우,2000,두산,150.2,76.0,0.327
2023,박찬협,2000,두산,4.0,2.0,0.333
2024,이혜천,2000,두산,84.1,76.0,0.378
2025,파머,2000,두산,152.2,92.0,0.364
2026,박보현,2000,두산,43.0,12.0,0.37
2027,박명환,2000,두산,11.2,19.0,0.277
2028,최용호,2000,두산,121.0,96.0,0.369
2029,차명주,2000,두산,40.0,34.0,0.394
2030,김영수,2000,두산,17.2,9.0,0.386
2031,이용호,2000,두산,9.2,9.0,0.395
2032,정진용,2000,두산,4.1,4.0,0.458
2033,이경수,2000,두산,0.1,0.0,0.5
2034,전영삼,2000,롯데,3.2,2.0,0.313
2035,강상수,2000,롯데,71.0,67.0,0.264
2036,박석진,2000,롯데,94.1,65.0,0.294
2037,문동환,2000,롯데,72.0,58.0,0.324
2038,정원욱,2000,롯데,39.1,31.0,0.35
2039,박지철,2000,롯데,109.2,87.0,0.306
2040,이정훈,2000,롯데,14.0,11.0,0.371
2041,김영수,2000,롯데,84.1,66.0,0.3
2042,주형광,2000,롯데,149.2,127.0,0.307
2043,손민한,2000,롯데,174.1,117.0,0.307
2044,임봉춘,2000,롯데,14.0,11.0,0.344
2045,기론,2000,롯데,169.0,135.0,0.369
2046,김사율,2000,롯데,48.0,31.0,0.343
2047,염종석,2000,롯데,9.2,8.0,0.409
2048,가득염,2000,롯데,48.2,37.0,0.333
2049,임경완,2000,롯데,30.1,19.0,0.325
2050,박보현,2000,롯데,27.0,12.0,0.403
2051,강민영,2000,롯데,37.2,36.0,0.39
2052,임창용,2000,삼성,88.2,95.0,0.26
2053,김현욱,2000,삼성,109.0,106.0,0.305
2054,김태한,2000,삼성,21.2,16.0,0.319
2055,가르시아,2000,삼성,55.2,34.0,0.29600000000000004
2056,김상진,2000,삼성,89.0,63.0,0.342
2057,박영진,2000,삼성,39.1,19.0,0.37
2058,김진웅,2000,삼성,173.1,136.0,0.34
2059,최창양,2000,삼성,74.2,50.0,0.399
2060,노장진,2000,삼성,138.1,103.0,0.376
2061,박동희,2000,삼성,57.1,37.0,0.39
2062,정성훈,2000,삼성,45.2,23.0,0.391
2063,이용훈,2000,삼성,139.0,112.0,0.373
2064,최재호,2000,삼성,38.0,18.0,0.393
2065,배영수,2000,삼성,45.1,32.0,0.399
2066,이강철,2000,삼성,37.0,21.0,0.392
2067,정현욱,2000,삼성,5.0,2.0,0.375
2068,조문식,2000,삼성,2.0,1.0,0.455
2069,이동은,2000,삼성,4.1,1.0,0.552
2070,이상목,2000,한화,1.0,1.0,2.0
2071,구대성,2000,한화,133.1,136.0,0.29
2072,홍우태,2000,한화,44.1,29.0,0.371
2073,한용덕,2000,한화,130.2,85.0,0.332
2074,김장백,2000,한화,100.2,71.0,0.396
2075,송진우,2000,한화,135.0,105.0,0.321
2076,조규수,2000,한화,169.1,105.0,0.339
2077,이상군,2000,한화,30.1,15.0,0.318
2078,전하진,2000,한화,11.2,8.0,0.37
2079,이상열,2000,한화,88.1,75.0,0.359
2080,김경원,2000,한화,82.1,39.0,0.387
2081,신재웅,2000,한화,60.0,33.0,0.341
2082,박정진,2000,한화,14.1,10.0,0.391
2083,송유석,2000,한화,64.0,21.0,0.415
2084,김병준,2000,한화,39.2,25.0,0.404
2085,김해님,2000,한화,36.2,25.0,0.414
2086,오창선,2000,한화,13.1,8.0,0.391
2087,장재혁,2000,한화,5.2,4.0,0.35700000000000004
2088,윤근주,2000,한화,2.2,1.0,0.5
2089,김재현,2000,한화,1.1,1.0,0.6
2090,오봉옥,2000,해태,113.1,110.0,0.316
2091,이대진,2000,해태,105.0,118.0,0.324
2092,이병석,2000,해태,52.2,37.0,0.326
2093,성영재,2000,해태,96.2,63.0,0.354
2094,최영완,2000,해태,14.0,14.0,0.4
2095,강태원,2000,해태,33.0,38.0,0.338
2096,최상덕,2000,해태,185.2,136.0,0.336
2097,곽채진,2000,해태,38.0,24.0,0.318
2098,윤형진,2000,해태,98.1,70.0,0.363
2099,곽현희,2000,해태,105.0,84.0,0.328
2100,강영식,2000,해태,46.1,38.0,0.3670000000000001
2101,이원식,2000,해태,58.2,22.0,0.35100000000000003
2102,소소경,2000,해태,53.0,35.0,0.39
2103,박진철,2000,해태,64.0,33.0,0.386
2104,유동훈,2000,해태,56.1,21.0,0.436
2105,엄병열,2000,해태,7.2,7.0,0.324
2106,오철민,2000,해태,66.1,29.0,0.411
2107,황두성,2000,해태,3.2,3.0,0.591
2108,홍민구,2000,현대,3.1,4.0,1.5
2109,조규제,2000,현대,4.1,4.0,0.235
2110,위재영,2000,현대,73.1,71.0,0.301
2111,조웅천,2000,현대,94.1,99.0,0.278
2112,설종진,2000,현대,0.2,0.0,1.5
2113,임선동,2000,현대,195.1,174.0,0.308
2114,김홍집,2000,현대,6.0,7.0,0.474
2115,신철인,2000,현대,75.2,92.0,0.335
2116,김민범,2000,현대,11.1,13.0,0.397
2117,정명원,2000,현대,61.0,35.0,0.383
2118,김수경,2000,현대,195.0,173.0,0.321
2119,정민태,2000,현대,207.0,153.0,0.309
2120,전준호,2000,현대,48.1,38.0,0.305
2121,박장희,2000,현대,99.1,57.0,0.33
2122,마일영,2000,현대,93.1,62.0,0.35100000000000003
2123,최영필,2000,현대,10.1,9.0,0.293
2124,박준수,2000,현대,5.2,4.0,0.393
2125,권준헌,2000,현대,5.1,4.0,0.4
2126,박용진,2001,LG,0.1,0.0,3.0
2127,방동민,2001,LG,12.0,13.0,0.37
2128,신윤호,2001,LG,144.1,99.0,0.36
2129,린튼,2001,LG,76.2,53.0,0.31
2130,유현승,2001,LG,31.1,17.0,0.317
2131,경헌호,2001,LG,80.1,76.0,0.354
2132,전승남,2001,LG,28.1,22.0,0.429
2133,해리거,2001,LG,161.2,104.0,0.35
2134,김민기,2001,LG,107.2,77.0,0.363
2135,김혁섭,2001,LG,11.2,6.0,0.382
2136,최창호,2001,LG,35.1,25.0,0.35
2137,발데스,2001,LG,164.2,80.0,0.3670000000000001
2138,안병원,2001,LG,80.1,38.0,0.411
2139,이동현,2001,LG,105.2,51.0,0.389
2140,차명석,2001,LG,8.1,6.0,0.489
2141,김상태,2001,LG,22.0,14.0,0.385
2142,류택현,2001,LG,35.0,34.0,0.398
2143,장문석,2001,LG,43.0,23.0,0.418
2144,최향남,2001,LG,8.0,6.0,0.389
2145,박철홍,2001,LG,4.0,1.0,0.474
2146,박재형,2001,LG,4.2,3.0,0.391
2147,이승호,2001,LG,17.2,18.0,0.515
2148,김경태,2001,LG,1.2,1.0,0.5
2149,최원호,2001,LG,0.0,0.0,
2150,조웅천,2001,SK,76.2,77.0,0.362
2151,오상민,2001,SK,133.2,121.0,0.308
2152,권명철,2001,SK,26.0,17.0,0.315
2153,조규제,2001,SK,106.1,75.0,0.306
2154,에르난데스,2001,SK,233.2,215.0,0.344
2155,정대현,2001,SK,16.2,20.0,0.38
2156,김원형,2001,SK,154.1,100.0,0.334
2157,이승호,2001,SK,220.2,165.0,0.343
2158,강희석,2001,SK,22.1,18.0,0.35
2159,정수찬,2001,SK,14.2,5.0,0.406
2160,김기덕,2001,SK,67.2,41.0,0.337
2161,박상근,2001,SK,28.2,15.0,0.391
2162,김건한,2001,SK,42.2,24.0,0.389
2163,신승현,2001,SK,19.0,11.0,0.411
2164,가내영,2001,SK,1.2,3.0,0.5
2165,유현승,2001,SK,4.2,1.0,1.07
2166,오승준,2001,SK,2.0,1.0,0.583
2167,박찬협,2001,두산,1.1,2.0,0.75
2168,김덕용,2001,두산,1.1,3.0,0.5
2169,박명환,2001,두산,77.2,77.0,0.34
